Date,Revenue,Expenses,Profit,Cash Flow,Debt,Assets,Liabilities,Marketing Spend,Employee Count,Tax Paid,Operational Cost
2043-02-18,59865,28198,31667,33087,21573,50118,23790,11348,439,10689,21114.04
2043-02-19,28469,66826,-38357,-40988,22458,148212,22405,5210,218,14994,50067.09
2043-02-20,65167,55272,9895,7214,12773,71405,34233,18163,160,6942,38775.33
2043-02-21,39928,24747,15181,13420,45538,129410,37344,9464,266,4411,17822.01
2043-02-22,96521,32073,64448,67404,32407,69758,29165,14998,420,2767,23584.37
2043-02-23,59599,77213,-17614,-17059,35594,59071,58834,17424,295,10880,54003.04
2043-02-24,36775,45286,-8511,-11619,13734,107427,32642,18684,320,13400,36151.53
2043-02-25,86504,43028,43476,44883,20479,59198,37397,12234,199,14458,26236.21
2043-02-26,95918,41110,54808,53646,21896,132357,46074,12171,437,11452,25599.49
2043-02-27,90687,38440,52247,54756,41540,132582,33032,12836,135,8080,25180.88
2043-02-28,46804,47887,-1083,-4594,26086,81417,40639,19366,105,10037,34216.32
2043-03-01,52259,53937,-1678,-2669,27191,88199,59492,15683,323,9359,42319.32
2043-03-02,63560,53600,9960,6781,28184,57710,61661,7069,156,7030,42488.57
2043-03-03,47256,76503,-29247,-32975,45457,126099,45285,15343,430,7726,60616.18
2043-03-04,26125,76899,-50774,-46886,31754,104232,52606,8921,73,5836,60795.91
2043-03-05,24370,78189,-53819,-53983,45075,103437,55627,12617,276,3316,60391.33
2043-03-06,24838,62417,-37579,-38365,32844,104898,31430,13363,244,14569,44107.1
2043-03-07,77429,27246,50183,46952,25052,50978,58918,15875,323,9073,20017.87
2043-03-08,23134,42428,-19294,-21453,21816,58763,44499,9491,394,2085,25653.67
2043-03-09,63199,16613,46586,49527,35958,91380,36073,18845,133,8179,10062.49
2043-03-10,97092,63343,33749,31113,32865,134769,30735,10624,88,3855,49051.18
2043-03-11,53822,22623,31199,31562,46585,139344,39196,8432,138,10656,15233.56
2043-03-12,40113,50801,-10688,-14571,26797,120952,58700,6663,238,10905,34289.55
2043-03-13,83594,75127,8467,10914,46579,84526,34980,9953,382,9935,47954.29
2043-03-14,22669,67088,-44419,-48607,43470,82359,69832,18528,383,3648,43741.81
2043-03-15,69427,20659,48768,43805,31528,92411,52397,15399,399,12137,15327.39
2043-03-16,32938,60023,-27085,-29625,42273,75378,48243,12688,93,3545,46366.21
2043-03-17,25717,44653,-18936,-19598,42684,96234,36552,18503,281,10952,30152.25
2043-03-18,97818,27080,70738,71221,39303,69092,45077,16194,333,9626,19842.84
2043-03-19,67659,26976,40683,39402,27909,92183,57833,16977,335,2030,20134.68
2043-03-20,84575,58586,25989,28220,29808,135329,34857,6378,100,13857,41198.37
2043-03-21,99737,75888,23849,27895,38243,60792,59417,17463,338,11529,51590.81
2043-03-22,36289,30718,5571,2925,41209,68908,64551,14012,415,7403,22132.11
2043-03-23,44406,24341,20065,19107,41444,57601,33008,14653,369,10610,17348.06
2043-03-24,32873,69219,-36346,-31357,39000,107848,46675,13552,485,7375,45966.18
2043-03-25,43461,62964,-19503,-24329,36990,113689,60805,14896,333,2722,42018.34
2043-03-26,40710,68954,-28244,-23340,44330,50533,54034,18122,424,3525,44118.67
2043-03-27,33448,31296,2152,3892,34270,79735,33004,17214,122,6684,22332.61
2043-03-28,35198,41285,-6087,-10416,29387,75729,55364,13797,447,11107,32513.66
2043-03-29,93158,67310,25848,21541,21194,88697,21827,8816,276,6158,44970.17
2043-03-30,87938,73710,14228,17967,13307,57581,47229,15987,359,11285,54127.5
2043-03-31,70799,29134,41665,42641,30529,109563,34574,12330,226,12155,22276.57
2043-04-01,54961,60009,-5048,-8926,25325,123702,32540,11969,56,12892,47586.55
2043-04-02,63007,68642,-5635,-7338,45692,54326,41223,18764,161,8560,52230.37
2043-04-03,85470,76923,8547,7533,28152,132514,57454,18533,477,13890,47627.08
2043-04-04,72256,44337,27919,25515,47049,117667,40119,11272,365,14721,27251.25
2043-04-05,40739,15455,25284,24652,42642,96526,58761,7568,306,10374,11485.47
2043-04-06,78186,22643,55543,53566,26469,57063,49527,11521,100,7681,16891.15
2043-04-07,46547,76649,-30102,-26127,13687,51925,59602,9400,343,8707,59467.26
2043-04-08,71431,19620,51811,56212,25981,144586,31520,10443,115,9982,14868.75
2043-04-09,45476,23867,21609,25740,42887,106364,26929,5429,418,4390,17141.42
2043-04-10,98411,40577,57834,54362,18279,105932,41106,15963,123,12633,30034.47
2043-04-11,30686,43647,-12961,-17868,13365,104929,45297,8671,148,6201,31538.77
2043-04-12,37536,63894,-26358,-21836,41427,121311,46546,12588,236,6465,49865.94
2043-04-13,54062,40471,13591,18544,28966,60741,60742,5363,157,9983,27934.56
2043-04-14,68216,20099,48117,49777,47559,60086,45572,7380,275,5267,12787.1
2043-04-15,45041,28887,16154,16203,28126,136631,21210,6682,305,6941,18405.15
2043-04-16,51653,58314,-6661,-9440,10734,101239,57130,9080,239,14274,35226.67
2043-04-17,41673,63203,-21530,-23788,33498,84407,48827,5080,216,2380,48254.96
2043-04-18,30367,42669,-12302,-16206,10052,64158,42154,9883,284,6200,30583.17
2043-04-19,39629,15059,24570,27761,24018,127695,32212,6446,112,14660,10432.95
2043-04-20,92190,27673,64517,64520,39074,86199,39617,16534,209,3275,20718.42
2043-04-21,45063,70351,-25288,-28185,46764,67093,57560,14463,422,13702,46657.58
2043-04-22,39322,37695,1627,-631,47736,122672,64392,9551,454,11257,28114.65
2043-04-23,32693,20531,12162,11891,42276,117523,54815,6684,134,5550,15839.34
2043-04-24,29241,17764,11477,10776,21061,62849,21166,6077,456,8363,12848.24
2043-04-25,49778,71160,-21382,-22720,23555,77577,22967,14853,427,6126,56518.04
2043-04-26,32651,16794,15857,19064,47501,59862,54727,19567,277,11629,12542.83
2043-04-27,45966,75606,-29640,-34515,18904,65584,25048,12049,64,9493,51995.48
2043-04-28,29275,25721,3554,4551,39938,77396,36321,7992,178,7607,18647.52
2043-04-29,65606,74286,-8680,-8006,16127,112631,23141,13704,206,8150,46363.01
2043-04-30,21658,20686,972,146,48610,103766,41441,7079,143,13679,16186.88
2043-05-01,92468,67639,24829,28809,42400,71455,41456,7007,293,11001,49385.8
2043-05-02,34248,62443,-28195,-27697,38203,82292,55782,19349,452,3433,42592.57
2043-05-03,44437,44467,-30,1377,35194,104896,31287,6307,338,9819,34271.07
2043-05-04,59727,52755,6972,4324,39335,136602,66801,6447,428,3677,32298.78
2043-05-05,38201,79263,-41062,-36359,17280,60426,20695,8226,137,2808,55988.48
2043-05-06,61150,77722,-16572,-14689,20209,61420,58727,18691,375,14330,58181.68
2043-05-07,34999,67573,-32574,-33354,30653,127238,59211,14486,59,7405,50060.26
2043-05-08,26376,27888,-1512,-1675,16328,102086,20444,7748,223,4056,16827.65
2043-05-09,71673,54348,17325,20597,14491,134568,21817,15996,224,9501,35066.15
2043-05-10,23476,28533,-5057,-3042,20552,57647,24416,10592,488,9571,22029.73
2043-05-11,89902,36916,52986,57822,18100,86893,38176,5445,67,14275,24065.68
2043-05-12,97994,76422,21572,16746,25430,97507,47771,16889,59,2501,53175.8
2043-05-13,82878,65525,17353,21220,47573,108333,47881,12933,141,2130,52260.99
2043-05-14,40615,18553,22062,25601,38173,120722,23330,19464,492,7156,13347.68
2043-05-15,31164,67824,-36660,-32078,30941,112012,66275,6014,339,4459,48251.31
2043-05-16,59316,23144,36172,32730,39543,92283,62711,11377,347,5657,16564.81
2043-05-17,88560,57042,31518,27956,46569,149895,69355,12299,147,6539,36273.41
2043-05-18,49559,60207,-10648,-12723,16526,65528,62061,7982,140,10521,44411.7
2043-05-19,82968,40509,42459,44445,42596,128669,68599,12706,347,4235,24494.49
2043-05-20,86800,74931,11869,11688,46271,96887,49597,7206,162,2235,49801.7
2043-05-21,29047,78712,-49665,-49294,36606,94169,21638,13754,440,9315,52079.96
2043-05-22,64985,20437,44548,44251,48327,53856,53312,11250,320,7885,12568.12
2043-05-23,92123,39547,52576,54288,37302,56158,27792,16219,468,7327,26384.36
2043-05-24,26577,79050,-52473,-51096,33140,63916,44596,9009,358,14868,56959.26
2043-05-25,23870,47518,-23648,-28291,45247,84484,69806,7750,50,2887,32093.48
2043-05-26,54094,38830,15264,13661,48555,96561,66398,10207,447,10583,23459.13
2043-05-27,75329,60045,15284,19564,21029,60184,43483,11608,292,5788,43542.72
2043-05-28,29217,23749,5468,760,20230,73602,24831,17445,154,8101,15700.69
2043-05-29,86141,61553,24588,25031,25814,102344,62740,6382,293,10775,49223.44
2043-05-30,42343,37349,4994,9176,19963,65425,60542,8462,267,3823,29129.67
2043-05-31,70822,44289,26533,24109,42383,110441,34016,13885,455,2107,30892.1
2043-06-01,33003,20915,12088,13366,39023,104250,24914,12930,239,2663,14089.32
2043-06-02,79538,43695,35843,31662,24458,85708,49472,11112,149,5541,26825.13
2043-06-03,52089,24734,27355,26580,43468,75885,22017,17602,341,12962,14847.7
2043-06-04,73595,29703,43892,42512,16991,128570,20490,15345,404,5287,22566.29
2043-06-05,50029,37499,12530,15459,19153,87512,23691,14671,287,8399,26192.06
2043-06-06,99023,36478,62545,64257,30816,118603,55786,19401,449,2531,24210.55
2043-06-07,71324,17382,53942,53630,30272,106079,46599,7409,240,9476,12410.04
2043-06-08,71962,45128,26834,23758,37394,143207,60819,6436,311,6595,29836.88
2043-06-09,59042,68250,-9208,-8457,32806,87077,43907,17858,199,5184,46182.75
2043-06-10,96380,40583,55797,56411,39540,112227,23060,13353,184,10959,24943.36
2043-06-11,65957,57241,8716,8350,46972,88973,66561,14652,450,5174,39404.81
2043-06-12,63739,52126,11613,10969,44664,131533,37544,19416,385,2284,32758.38
2043-06-13,58733,56080,2653,1297,38192,98461,44862,7215,227,12045,38477.28
2043-06-14,65389,61799,3590,1797,11149,77699,21692,8257,492,4010,46661.45
2043-06-15,49715,43692,6023,3679,41299,70778,46761,12763,475,14359,28274.08
2043-06-16,59116,73248,-14132,-9256,13828,71129,33448,13165,217,3838,47309.22
2043-06-17,76922,47907,29015,25265,49238,95377,51020,11812,191,14897,35556.37
2043-06-18,76251,22644,53607,48834,31770,146192,52514,17101,358,14296,16018.66
2043-06-19,81794,49583,32211,31109,34039,95668,34576,15109,185,6430,33917.61
2043-06-20,37580,69560,-31980,-34107,16791,127838,38001,10375,283,9887,42416.72
2043-06-21,20823,52069,-31246,-26795,13347,97699,55194,7515,396,4041,36138.56
2043-06-22,27084,60098,-33014,-32875,38262,116865,40122,9468,165,7981,40968.33
2043-06-23,97991,30185,67806,69373,37739,57208,20415,9058,383,9587,19089.9
2043-06-24,30607,55053,-24446,-22890,13146,109680,61223,15437,364,7126,43277.57
2043-06-25,96355,56988,39367,37827,30600,51701,56812,19128,499,10696,38827.9
2043-06-26,31969,25446,6523,4037,38373,144675,22705,10381,409,6802,15271.82
2043-06-27,83059,38162,44897,44181,34574,64713,40121,14069,121,3008,30289.37
2043-06-28,37333,29150,8183,8687,16281,103439,69231,5518,240,9404,20208.21
2043-06-29,97236,56304,40932,41994,48055,130265,64756,6125,384,6199,40794.38
2043-06-30,56668,44837,11831,10000,49427,71091,29453,11051,264,10546,30354.5
2043-07-01,31945,66571,-34626,-33213,45016,74497,67576,16333,398,9417,50375.38
2043-07-02,66526,75647,-9121,-13457,12149,62602,26892,18153,492,5767,50078.05
2043-07-03,67717,51003,16714,17051,29440,81883,33690,16136,444,5108,35225.39
2043-07-04,79426,66746,12680,8863,24354,73097,63779,5477,122,6278,45713.33
2043-07-05,98349,16387,81962,83701,23733,128040,23872,13213,211,7539,11254.75
2043-07-06,24601,27209,-2608,-4976,42277,79616,36349,17015,210,4678,19741.73
2043-07-07,32930,15983,16947,15012,25718,68512,35941,18008,155,2460,12107.27
2043-07-08,24333,76774,-52441,-55552,20880,122151,53166,12465,462,7862,52076.15
2043-07-09,90935,62114,28821,24780,12196,106058,32750,12763,127,12024,45074.72
2043-07-10,37839,47151,-9312,-5963,21654,97666,53958,19879,427,9346,28898.95
2043-07-11,71337,66274,5063,2070,27133,66812,66238,10407,101,7636,40715.42
2043-07-12,60204,36803,23401,19122,43814,91329,31848,15501,238,11463,22865
2043-07-13,40195,34378,5817,8517,44747,99512,49563,8717,300,3765,22195.09
2043-07-14,47848,71208,-23360,-20842,21221,84321,39743,18767,420,11783,45259.59
2043-07-15,60854,22548,38306,34560,32617,139830,62815,6643,88,13977,15686.65
2043-07-16,70998,54621,16377,13722,13601,56321,50373,17682,158,2864,35687.09
2043-07-17,87390,67052,20338,19878,41302,103897,30708,12836,112,3310,49449.97
2043-07-18,51558,15775,35783,30887,20292,116306,46274,11048,305,12997,11924.86
2043-07-19,22985,76262,-53277,-56616,22690,55744,34670,10504,140,8323,51912.79
2043-07-20,81794,36365,45429,45847,14799,70053,62803,15586,252,4787,28253.27
2043-07-21,63585,45707,17878,13969,30621,103633,65674,10063,84,2028,32774.97
2043-07-22,60264,64887,-4623,-894,27432,77467,58491,12500,67,4668,50307.21
2043-07-23,53326,70929,-17603,-16864,45503,139976,55167,8236,120,11814,49158.96
2043-07-24,79261,39137,40124,42084,44169,115676,20957,13041,324,12425,26165.51
2043-07-25,54022,36531,17491,21747,40063,124271,23785,8186,219,2155,25828.82
2043-07-26,35667,32870,2797,-632,17379,63208,64392,13937,300,5176,22254.96
2043-07-27,38065,64547,-26482,-28467,25211,56642,36534,13540,497,9854,42844.42
2043-07-28,30006,60738,-30732,-28726,35732,125173,35744,19233,397,13968,37737.88
2043-07-29,91819,17001,74818,73264,20388,50913,67695,7472,312,13195,11805.3
2043-07-30,65076,59407,5669,2098,23114,140249,50894,6881,179,14829,43237.55
2043-07-31,88861,29756,59105,54346,13148,147460,52464,13807,479,14389,22589.24
2043-08-01,70393,72707,-2314,-228,14621,141858,57907,19943,81,8645,56253.72
2043-08-02,23143,55830,-32687,-28133,13006,90353,24368,13361,455,4503,35393.83
2043-08-03,77505,42863,34642,31709,18757,129775,26467,15299,271,4357,29028.16
2043-08-04,32417,25046,7371,10202,44556,71130,33403,11743,372,2597,18089.53
2043-08-05,51300,38652,12648,14986,49596,54693,47072,6154,378,7951,28105.82
2043-08-06,48896,70029,-21133,-19246,34049,117741,48796,5012,357,13659,54204.45
2043-08-07,70629,51956,18673,18808,43713,80208,38509,17600,303,4059,36558.07
2043-08-08,47606,28886,18720,21170,41835,88917,49205,18508,320,4999,20480.17
2043-08-09,59916,35745,24171,19471,38030,105885,27373,13640,247,5730,24014.35
2043-08-10,81330,54117,27213,25041,39312,78343,22830,5225,266,6899,42828.65
2043-08-11,27551,46823,-19272,-18895,18699,65554,43876,15219,287,13890,30095.17
2043-08-12,76422,53948,22474,23181,30609,91958,24467,12798,225,6044,40198.91
2043-08-13,87782,28322,59460,56860,31575,88494,30814,12967,473,6237,19956.02
2043-08-14,85391,22794,62597,60755,47516,137295,58123,14484,109,12208,14892.89
2043-08-15,83411,61169,22242,25236,34062,123213,61377,8649,53,9299,39124.94
2043-08-16,93185,64895,28290,24310,48013,124619,47228,10012,198,6740,46541.35
2043-08-17,20888,21162,-274,-3725,48650,146402,30325,19548,116,5369,12888.48
2043-08-18,77135,63691,13444,16409,14609,83724,44079,15053,493,5620,50394.76
2043-08-19,49424,31757,17667,19569,33006,63117,44646,18237,244,9547,21224.55
2043-08-20,61559,20905,40654,36531,11033,108325,58080,17125,88,14600,16717.86
2043-08-21,31075,43765,-12690,-10681,47334,123542,23378,17026,305,6019,31161.14
2043-08-22,42699,68279,-25580,-27500,21037,118514,63753,10518,116,5313,45178.3
2043-08-23,67972,76078,-8106,-9572,18927,57338,44533,7446,331,8698,49149.23
2043-08-24,29950,60044,-30094,-27303,17232,63828,49553,8436,421,8857,45229.58
2043-08-25,25413,72483,-47070,-42558,44924,128975,24359,18678,374,8454,44278.86
2043-08-26,59305,53457,5848,6184,41019,102269,55813,8336,363,11171,40402.36
2043-08-27,23569,34404,-10835,-12732,33810,136818,32376,7123,319,14115,24994.73
2043-08-28,86778,30380,56398,54234,49534,76979,34459,13774,315,9432,20340.91
2043-08-29,50085,30508,19577,20890,32941,117195,68502,19935,186,14107,21780.56
2043-08-30,96023,34676,61347,58464,14123,91686,35863,8860,279,11779,26948.43
2043-08-31,56163,38260,17903,22229,12610,131827,27998,7952,180,14907,30209.69
2043-09-01,69592,21897,47695,45412,38018,55891,50916,18279,252,4380,17229.57
2043-09-02,77333,69490,7843,10969,22500,100620,65527,14793,151,11396,48842.39
2043-09-03,28039,16564,11475,12889,46476,88145,55134,10377,225,8432,11884.71
2043-09-04,28198,64102,-35904,-33463,37404,95156,69897,6335,343,10193,40802.68
2043-09-05,54354,28870,25484,28865,29303,111602,67208,13172,344,6630,22629.5
2043-09-06,23824,29219,-5395,-7016,10157,122237,43354,5884,474,2783,17906.89
2043-09-07,70420,31441,38979,35548,25255,83795,64743,18562,92,13439,21906.11
2043-09-08,23436,34880,-11444,-12519,40056,55563,67354,19836,414,6343,22385.6
2043-09-09,60857,69546,-8689,-12202,13437,121215,46326,12630,116,14648,47802.45
2043-09-10,36057,25379,10678,14437,21023,55495,26175,13290,311,2213,18721.55
2043-09-11,21310,69294,-47984,-49161,31101,117075,33295,15930,351,13907,47436.61
2043-09-12,95355,17948,77407,75911,20416,104981,50161,6221,127,6593,14090.76
2043-09-13,98993,68625,30368,27990,43406,53634,49545,6466,65,4155,49960.88
2043-09-14,86013,44593,41420,41939,10051,104531,60817,11982,202,10230,31820.35
2043-09-15,80022,72716,7306,9041,10329,109733,57346,18578,349,3005,49950.5
2043-09-16,28906,50902,-21996,-26083,21857,134664,22515,17022,171,6467,34084.67
2043-09-17,29868,32971,-3103,-2874,18976,93654,59829,12554,433,9189,25683.12
2043-09-18,38546,23969,14577,17816,25157,98047,28832,8233,290,10379,16387.02
2043-09-19,92855,77805,15050,18985,34871,63132,36809,18278,76,4211,55710.1
2043-09-20,53149,35646,17503,17704,41518,117562,60583,16092,359,4736,24897.25
2043-09-21,87381,75566,11815,12212,26729,121146,33267,7524,105,14888,54441.82
2043-09-22,43684,70818,-27134,-25439,44969,69943,33584,14874,150,3998,45528.98
2043-09-23,49858,78451,-28593,-33052,36955,75420,66030,13838,476,14576,62488.31
2043-09-24,65330,18678,46652,46514,17313,53267,22026,10994,236,11292,12634.08
2043-09-25,79204,77023,2181,6579,27889,133071,33999,6418,260,4258,50321.79
2043-09-26,45293,58508,-13215,-9840,13874,66823,37877,6854,422,10850,35546.35
2043-09-27,76869,42519,34350,37071,39050,75880,48022,10372,385,2838,32680.21
2043-09-28,24629,65150,-40521,-37341,29831,87874,33455,8522,399,12757,47572.35
2043-09-29,25704,72903,-47199,-45590,20186,98485,45431,7743,121,14059,48087.03
2043-09-30,21776,79859,-58083,-58349,13956,109554,53952,13806,143,3886,53862.75
2043-10-01,77255,18343,58912,58601,49409,104877,63608,13618,489,7312,12751.65
2043-10-02,68281,67653,628,5076,30042,121702,25293,12607,313,13211,46269.81
2043-10-03,51236,19014,32222,31318,28925,87258,35213,11123,484,3228,13024.64
2043-10-04,86780,20107,66673,68824,20803,122782,67351,10932,150,10397,14572.36
2043-10-05,21333,59638,-38305,-38491,16883,74302,49432,14087,334,7901,45910
2043-10-06,89205,52096,37109,35889,29593,64254,55491,6723,447,7995,35188.12
2043-10-07,70946,52423,18523,21997,20234,114779,56039,14376,291,13915,33342.74
2043-10-08,75333,69479,5854,4454,30257,89154,60541,7075,277,14126,42114.47
2043-10-09,47277,71772,-24495,-22521,31694,145650,55535,13806,405,12042,49503.99
2043-10-10,70606,53626,16980,21381,11503,59505,65607,10235,189,13718,34463.96
2043-10-11,21933,53388,-31455,-30190,10177,142288,34585,6759,318,5427,34340.6
2043-10-12,53514,56880,-3366,-7926,40058,104431,27886,7559,189,3616,35128.91
2043-10-13,82958,47332,35626,34433,47666,92883,64058,17344,315,12247,29854.32
2043-10-14,26827,54772,-27945,-32472,41164,73959,35601,17514,221,6685,37776.27
2043-10-15,50844,49010,1834,4123,36964,51355,39884,19480,236,5413,36123.75
2043-10-16,20792,38399,-17607,-20750,39471,102117,24169,10410,441,4404,26488.85
2043-10-17,59695,64232,-4537,-6758,15345,149568,31671,5041,201,2591,47775.54
2043-10-18,62510,75964,-13454,-13418,36575,132850,33413,7276,214,3733,57314.2
2043-10-19,59137,17661,41476,40818,16050,137508,45399,6723,220,4863,12931.05
2043-10-20,93410,19798,73612,78350,35110,78784,60256,6945,161,12839,11977.26
2043-10-21,59632,15540,44092,47840,10734,110304,33697,16839,394,13189,11037.73
2043-10-22,56790,37329,19461,19704,48236,95033,67654,5144,313,14541,24549.26
2043-10-23,50885,71060,-20175,-18142,43079,65662,42411,19689,241,11777,54943.74
2043-10-24,85214,40850,44364,43706,45042,62712,34988,5752,116,3582,31900.18
2043-10-25,96544,34169,62375,62429,47984,84832,63992,16463,250,7788,23376.86
2043-10-26,64870,79093,-14223,-15885,10720,114003,49920,13136,473,12597,59322.28
2043-10-27,68110,67638,472,3229,18012,78151,51505,12046,123,5080,45717.62
2043-10-28,25171,18157,7014,8308,28692,73592,67175,12232,351,14016,12657.4
2043-10-29,29589,52485,-22896,-23677,21945,71125,60799,12295,141,9151,41807.42
2043-10-30,38077,20336,17741,20927,39565,51963,43819,10683,451,9745,12904.24
2043-10-31,84874,22165,62709,64124,14198,96231,30102,9327,259,6834,15979.1
2043-11-01,92246,66395,25851,22745,27202,63365,67029,19760,121,2836,48308.65
2043-11-02,58227,42618,15609,16068,30849,65047,42226,16123,282,13317,32768.66
2043-11-03,34937,57280,-22343,-17399,49743,59064,54091,19577,281,7519,36068.46
2043-11-04,29754,67145,-37391,-38590,27433,56490,48481,17531,185,4546,52435.68
2043-11-05,45688,66243,-20555,-22900,43695,135790,51726,9807,236,11749,48744.01
2043-11-06,27048,62496,-35448,-36930,42007,141400,34271,16861,85,5214,49914.49
2043-11-07,42568,28754,13814,14495,21784,70177,69354,7937,401,14920,20331.13
2043-11-08,95019,20209,74810,74886,11845,91780,67538,8255,70,8556,14663.04
2043-11-09,37545,76402,-38857,-34185,37075,99787,55416,18082,308,2492,48759.24
2043-11-10,65217,29490,35727,40472,22994,140113,60162,14233,137,9951,20070.79
2043-11-11,68122,42601,25521,21166,40632,135205,47104,11462,65,13218,32251.68
2043-11-12,53746,22645,31101,35842,23481,62691,23674,13271,260,12147,14954.42
2043-11-13,28709,53508,-24799,-28101,40090,140999,33972,7930,104,3987,42219.31
2043-11-14,45358,51922,-6564,-3627,41855,78419,56662,18717,199,9010,38973.2
2043-11-15,31023,78597,-47574,-49004,41614,77877,57871,13121,327,7645,50661.1
2043-11-16,48756,72822,-24066,-25640,28311,131579,28066,11367,162,10998,57080.65
2043-11-17,83175,50433,32742,32527,27069,122509,45662,6453,382,5032,32584.09
2043-11-18,74281,21018,53263,52837,36590,69568,40584,13021,445,3222,14893.08
2043-11-19,69289,65908,3381,-1229,16723,88035,65630,5538,493,2531,47418.62
2043-11-20,78097,41374,36723,33004,36257,127747,36656,10989,58,7681,28029.12
2043-11-21,96681,20713,75968,71474,10138,71637,68825,13875,133,6774,13534.62
2043-11-22,67259,60839,6420,3142,48106,58188,31499,15144,73,2775,37252.19
2043-11-23,38839,67272,-28433,-32476,25762,80301,43101,11109,433,4938,51859.69
2043-11-24,47410,45072,2338,3196,43816,51955,44941,17370,97,13293,28545.8
2043-11-25,31447,36535,-5088,-162,15371,113618,67061,10152,478,6854,23727.67
2043-11-26,95665,69757,25908,27345,28134,83114,57325,6148,311,11043,53453.16
2043-11-27,33907,46320,-12413,-16651,17049,90058,54253,9789,169,2230,30884.62
2043-11-28,41637,42563,-926,-330,37443,122143,65423,19488,497,10851,30980.03
2043-11-29,58196,63095,-4899,-3950,26863,113527,54376,11149,136,12779,45219.53
2043-11-30,42369,33962,8407,9669,38955,95477,51121,7814,409,4885,25735.13
2043-12-01,22589,16026,6563,8184,11709,149283,35274,19587,448,11141,11692.83
2043-12-02,43560,19473,24087,29038,33700,121724,69887,17380,335,7011,13187.5
2043-12-03,23034,19667,3367,1256,15262,54285,60360,11203,332,14950,15121.6
2043-12-04,20169,66106,-45937,-43160,24978,74527,22440,8517,460,13734,48164.09
2043-12-05,23239,42889,-19650,-23308,48224,130488,29323,13651,275,8694,29598.69
2043-12-06,23415,41140,-17725,-17211,38768,118471,53219,16194,274,8433,27699.58
2043-12-07,96944,31970,64974,67189,25623,126382,22498,13485,166,11815,23060.97
2043-12-08,23484,30941,-7457,-2629,36489,113041,68868,10518,235,5896,18684.91
2043-12-09,73987,78058,-4071,-2453,11369,94805,39494,6182,315,9342,58550.73
2043-12-10,38225,44028,-5803,-3050,49076,86221,62615,12281,121,2316,32889.98
2043-12-11,81104,48452,32652,36393,17563,65853,47876,18715,255,14756,33622.62
2043-12-12,40936,37426,3510,515,43298,108704,21679,14628,178,12653,25346.4
2043-12-13,59612,18268,41344,43215,49706,147113,50875,9079,123,6217,13893.3
2043-12-14,59952,30193,29759,26942,11551,84798,36381,9938,53,7109,19062.45
2043-12-15,78945,43066,35879,39829,49425,89411,68733,12165,236,5504,32216.05
2043-12-16,25380,15658,9722,5045,43385,122164,42264,11600,90,7566,9478.97
2043-12-17,70298,49064,21234,23598,28448,128361,56050,13847,139,7040,38349.74
2043-12-18,47260,49293,-2033,1269,22491,98171,62070,18775,476,11770,38963.98
2043-12-19,52879,58042,-5163,-8340,25366,55092,26129,19240,447,14380,43210.86
2043-12-20,36143,54918,-18775,-20154,19928,57392,23684,15934,462,2144,41163.84
2043-12-21,69744,22792,46952,43090,40253,99930,27574,14490,292,14714,15344.44
2043-12-22,92949,21604,71345,68065,44560,91373,34587,8928,250,9094,16756.31
2043-12-23,51578,62821,-11243,-15520,38296,54442,32584,9657,342,13709,41509.94
2043-12-24,77331,53557,23774,25405,12236,97210,40575,18857,163,4804,38210.54
2043-12-25,83815,22420,61395,58807,17599,127729,41711,10823,421,6373,16769.39
2043-12-26,91519,53521,37998,33764,20525,100374,30786,16632,199,6368,38371.55
2043-12-27,39178,76951,-37773,-33288,34903,114870,68986,18087,137,4297,53765.89
2043-12-28,95857,73415,22442,21459,43462,119350,32094,5632,276,9315,47408.01
2043-12-29,80197,63312,16885,16155,25882,77905,59898,9070,170,11901,46293.53
2043-12-30,56366,38018,18348,20534,45696,104335,66401,19210,341,5469,28569.29
2043-12-31,72955,74664,-1709,-4751,20675,95661,32364,11284,272,7534,53294.05
2044-01-01,61911,78076,-16165,-13037,47854,74303,42661,11109,235,5038,59623.19
2044-01-02,73619,20108,53511,57697,23802,142542,30074,17374,192,11749,14474.74
2044-01-03,64296,42150,22146,23543,35350,136173,44456,12675,238,2565,31596.7
2044-01-04,42791,20247,22544,19395,33477,52148,23633,7013,440,2026,15925.35
2044-01-05,28301,23401,4900,6810,39782,53746,66678,19603,276,10169,15314.34
2044-01-06,55779,32007,23772,22643,11055,64969,66946,8645,140,5543,22073.06
2044-01-07,56894,24997,31897,30120,36941,135221,44043,14189,157,5358,19534.73
2044-01-08,99618,20261,79357,83771,37790,107572,44127,16799,219,5039,14125.12
2044-01-09,69250,19268,49982,52963,29409,71073,57810,17567,275,7798,11588.19
2044-01-10,90994,20984,70010,74678,19307,90765,41028,19045,74,9151,12775.79
2044-01-11,61770,67901,-6131,-6254,14284,149815,25069,5208,426,4616,42105.15
2044-01-12,42300,35926,6374,10506,47965,57788,29817,11670,113,8136,24483.74
2044-01-13,88235,46862,41373,42734,35420,101765,25063,7225,349,3370,31693.82
2044-01-14,49485,47458,2027,-2156,49351,129329,63252,15839,311,4336,34345.81
2044-01-15,60285,15010,45275,44191,42885,102336,48670,13543,53,4107,9641.43
2044-01-16,86555,32144,54411,56898,24359,136565,65342,13151,115,9581,21991.92
2044-01-17,52471,40903,11568,8638,17707,106605,63079,10314,432,7516,30188.85
